dataset,source_table,source_itemid,source_valueid,source_unitid,source_ordercategoryid,source_label,source_value,source_unit,source_token,row_count,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
AmsterdamUMCdb,drugitems,13473,,,118,Rosiglitason - ADMA - Studie,Research,,DRUG//START//118//13473,2,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,13477,,,118,STEP - Studie,Research,,DRUG//START//118//13477,2,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,15313,,,118,AP REN - Studie,Research,,DRUG//START//118//15313,2,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,15794,,,118,Alarm Bleeding - Studie,Research,,DRUG//START//118//15794,2,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,19525,,,118,IRIS - Studie,Research,,DRUG//START//118//19525,2,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,20640,,,118,NMES - Studie,Research,,DRUG//START//118//20640,2,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,9030,,,15,Aztreonam (Azactam),Injecties Antimicrobiele middelen,,DRUG//START//15//9030,2,MEDICATION//J01//D//F01,dynamic_event,True,,ATC,21602919.0,J01DF01,"aztreonam; inhalant, parenteral",omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,13026,,,21,Lopinavir / Ritonavir (capsule) (Kelatra),Niet iv Antimicrobiele middelen,,DRUG//START//21//13026,2,MEDICATION//J05//A//R10,dynamic_event,True,,ATC,43534798.0,J05AR10,lopinavir and ritonavir; oral,omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,9076,,,21,Gentamycine intrathecaal,Niet iv Antimicrobiele middelen,,DRUG//START//21//9076,2,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,7221,,,23,Nicomorfine (Vilan),Injecties CZS/Sedatie/Analgetica,,DRUG//START//23//7221,2,MEDICATION//N02//A//A04,dynamic_event,True,,ATC,21604259.0,N02AA04,"nicomorphine; oral, parenteral, rectal",omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,6933,,,24,Propranolol (Hydrochloride),Injecties Circulatie/Diuretica,,DRUG//START//24//6933,2,MEDICATION//C07//A//A05,dynamic_event,True,,ATC,21601670.0,C07AA05,"propranolol; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,9121,,,27,Vincristine sulfaat (Oncovin),Injecties Overig,,DRUG//START//27//9121,2,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,9099,,,29,MS Contin,Niet iv CZS/Sedatie/Analgetica,,DRUG//START//29//9099,2,MEDICATION//N02//A//A01,dynamic_event,True,,ATC,21604256.0,N02AA01,"morphine; oral, parenteral, rectal",omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,9134,,,29,Flunitrazepam (Rohypnol),Niet iv CZS/Sedatie/Analgetica,,DRUG//START//29//9134,2,MEDICATION//N05//C//D03,dynamic_event,True,,ATC,21604638.0,N05CD03,"flunitrazepam; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,12978,,,31,Emesafene (Medozine/pyridoxine),Niet iv Tractus Digestivus,,DRUG//START//31//12978,2,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,6945,,,31,Cimitidine (Tagamet),Niet iv Tractus Digestivus,,DRUG//START//31//6945,2,MEDICATION//A02//B//A01,dynamic_event,True,,ATC,21600082.0,A02BA01,"cimetidine; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,9050,,,32,Acetrizoaat meglumine (Constrast CT),Niet iv Overig,,DRUG//START//32//9050,2,MEDICATION//V08//A//A07,dynamic_event,True,,ATC,21605381.0,V08AA07,acetrizoic acid,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,19171,,,42,1/4  Waterijs,Voeding Drinken,,DRUG//START//42//19171,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,7256,,,55,Glucose 30 %,Infuus - Crystalloid,,DRUG//START//55//7256,2,OMOP_CONCEPT//RxNorm Extension//35129866,metadata_only,False,crystalloid_or_diluent,RxNorm Extension,35129866,OMOP4787126,Glucose 300 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14793,,,56,3/4 portie gehakt of kip in pindasaus,Voeding Vast voedsel,,DRUG//START//56//14793,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14804,,,56,1/2 haring,Voeding Vast voedsel,,DRUG//START//56//14804,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14807,,,56,1/4 Visstick,Voeding Vast voedsel,,DRUG//START//56//14807,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14815,,,56,1/4 pannekoek,Voeding Vast voedsel,,DRUG//START//56//14815,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14817,,,56,3/4 pannekoek,Voeding Vast voedsel,,DRUG//START//56//14817,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14828,,,56,1/2 zakje poffertjes,Voeding Vast voedsel,,DRUG//START//56//14828,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14833,,,56,3/4 portie worst (50g),Voeding Vast voedsel,,DRUG//START//56//14833,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14926,,,56,1/4 snelle jelle,Voeding Vast voedsel,,DRUG//START//56//14926,2,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14928,,,56,3/4 snelle jelle,Voeding Vast voedsel,,DRUG//START//56//14928,2,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14934,,,56,1/4 zakje M&M,Voeding Vast voedsel,,DRUG//START//56//14934,2,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14945,,,56,1 pakje evergreen,Voeding Vast voedsel,,DRUG//START//56//14945,2,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14950,,,56,1/4 pakje sultana/ balisto,Voeding Vast voedsel,,DRUG//START//56//14950,2,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,15013,,,56,3/4 portie gewelde pruimen,Voeding Vast voedsel,,DRUG//START//56//15013,2,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,18771,,,67,Pegvisomant (SOMAVERT),Injecties Hormonen/Vitaminen/Mineralen,,DRUG//START//67//18771,2,,metadata_only,False,,,,,,AMSTEL_source_concepts,label_context,low
AmsterdamUMCdb,drugitems,7240,,,71,Glibenclamide (Daonil),Niet iv Hormonen/Vitaminen/Mineralen,,DRUG//START//71//7240,2,,metadata_only,False,,,,,,AMSTEL_source_concepts,label_context,low
AmsterdamUMCdb,drugitems,16364,,,118,Anidulafungin - Studie,Research,,DRUG//START//118//16364,1,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,21020,,,118,PK vitamine C  - Subproces 5 gram vit C in 30 min,Research,,DRUG//START//118//21020,1,,metadata_only,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,7194,,,17,Midazolam (Dormicum),Infuus - Colloid,,DRUG//START//17//7194,1,MEDICATION//N05//C//D08,dynamic_event,True,,ATC,21604643.0,N05CD08,"midazolam; nasal, oral, parenteral, sublingual",v10_existing_atc_normalization,validated_atc_concept,high
AmsterdamUMCdb,drugitems,7480,,,17,Propofol (Diprivan),Infuus - Colloid,,DRUG//START//17//7480,1,MEDICATION//N01//A//X10,dynamic_event,True,,ATC,21604214.0,N01AX10,propofol,v10_existing_atc_normalization,validated_atc_concept,high
AmsterdamUMCdb,drugitems,19740,,,21,Emtricitabine (Emtriva),Niet iv Antimicrobiele middelen,,DRUG//START//21//19740,1,,metadata_only,False,,,,,,AMSTEL_source_concepts,label_context,low
AmsterdamUMCdb,drugitems,9014,,,21,Velosuline (Insuline),Niet iv Antimicrobiele middelen,,DRUG//START//21//9014,1,MEDICATION//A10//A//B01,dynamic_event,True,,ATC,21600715.0,A10AB01,insulin (human); parenteral,v10_existing_atc_normalization,validated_atc_concept,high
AmsterdamUMCdb,drugitems,9539,,,21,SDD-drank/pasta/belcomycinex,Niet iv Antimicrobiele middelen,,DRUG//START//21//9539,1,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011.0,A01AB,Antiinfectives and antiseptics for local oral treatment,omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,9618,,,21,PantoPac,Niet iv Antimicrobiele middelen,,DRUG//START//21//9618,1,MEDICATION//A02//B//C02,dynamic_event,True,,ATC,21600097.0,A02BC02,"pantoprazole; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,6887,,,23,Pancuronium (Pavulon),Injecties CZS/Sedatie/Analgetica,,DRUG//START//23//6887,1,MEDICATION//M03//A//C01,dynamic_event,True,,ATC,21604078.0,M03AC01,pancuronium,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,12952,,,24,Regitine (fentolamine),Injecties Circulatie/Diuretica,,DRUG//START//24//12952,1,MEDICATION//V03//A//B36,dynamic_event,True,,ATC,40257155.0,V03AB36,phentolamine,omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,7135,,,24,Isoprenaline (Isuprel),Injecties Circulatie/Diuretica,,DRUG//START//24//7135,1,MEDICATION//C01//C//A02,dynamic_event,True,,ATC,21600282.0,C01CA02,"isoprenaline; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
AmsterdamUMCdb,drugitems,9065,,,24,Dopexamine (Dopacard),Injecties Circulatie/Diuretica,,DRUG//START//24//9065,1,MEDICATION//C01//C//A14,dynamic_event,True,,ATC,21600294.0,C01CA14,dopexamine; parenteral,omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,18751,,,25,Alemtuzumab,Injecties Haematologisch,,DRUG//START//25//18751,1,MEDICATION//L04//A//G06,dynamic_event,True,,ATC,954863.0,L04AG06,alemtuzumab; parenteral,omop_only_medication_action_ready,validated_atc_code,medium
AmsterdamUMCdb,drugitems,18753,,,25,Bevacizumab,Injecties Haematologisch,,DRUG//START//25//18753,1,MEDICATION//L01//F//G01,dynamic_event,True,,ATC,954893.0,L01FG01,bevacizumab,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,20360,,,25,Geactiveerd Protrombinecomplex (Feiba),Injecties Haematologisch,,DRUG//START//25//20360,1,MEDICATION//B02//B//D03,dynamic_event,True,,ATC,21601063.0,B02BD03,factor VIII inhibitor bypassing activity,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,7991,,,25,Colestyramine (Questran),Injecties Haematologisch,,DRUG//START//25//7991,1,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,9621,,,25,Trastuzumab (Herceptin),Injecties Haematologisch,,DRUG//START//25//9621,1,,metadata_only,False,,,,,,AMSTEL_source_concepts,label_context,low
AmsterdamUMCdb,drugitems,9622,,,27,Dimercaptopropaansulfonzuur,Injecties Overig,,DRUG//START//27//9622,1,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,drugitems,7229,,,29,Noradrenaline (Norepinefrine),Niet iv CZS/Sedatie/Analgetica,,DRUG//START//29//7229,1,MEDICATION//C01//C//A03,dynamic_event,True,,ATC,21600283.0,C01CA03,norepinephrine; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
AmsterdamUMCdb,drugitems,7162,,,32,Liothyronine  (Cytomel),Niet iv Overig,,DRUG//START//32//7162,1,MEDICATION//H03//A//A02,dynamic_event,True,,ATC,21602755.0,H03AA02,"liothyronine sodium; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,15037,,,42,Bouilllon 150ml,Voeding Drinken,,DRUG//START//42//15037,1,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,15085,,,42,Ensini x ml,Voeding Drinken,,DRUG//START//42//15085,1,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14799,,,56,1/4 portie makreel,Voeding Vast voedsel,,DRUG//START//56//14799,1,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14800,,,56,1/2 portie makreel,Voeding Vast voedsel,,DRUG//START//56//14800,1,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14803,,,56,1/4 haring,Voeding Vast voedsel,,DRUG//START//56//14803,1,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14824,,,56,1/2 broodje hot-dog,Voeding Vast voedsel,,DRUG//START//56//14824,1,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
AmsterdamUMCdb,drugitems,14920,,,56,"3/4 mini twix,mars,snicker,mailky way",Voeding Vast voedsel,,DRUG//START//56//14920,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14935,,,56,1/2 zakje M&M,Voeding Vast voedsel,,DRUG//START//56//14935,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14938,,,56,1/4 zakje knabbelnoten,Voeding Vast voedsel,,DRUG//START//56//14938,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14939,,,56,1/2 zakje knabbelnoten,Voeding Vast voedsel,,DRUG//START//56//14939,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14947,,,56,1/2 pakje evergreen,Voeding Vast voedsel,,DRUG//START//56//14947,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14948,,,56,3/4 pakje evergreen,Voeding Vast voedsel,,DRUG//START//56//14948,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14951,,,56,1/2 pakje sultana/ balisto,Voeding Vast voedsel,,DRUG//START//56//14951,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,14952,,,56,3/4 pakje sultana/ balisto,Voeding Vast voedsel,,DRUG//START//56//14952,1,OMOP_CONCEPT//SNOMED//4332187,metadata_only,False,oral_food,SNOMED,4332187,228070005,Snack food,AMSTEL_usagi,source_code_omop,medium
AmsterdamUMCdb,drugitems,13490,,,65,Methyleenblauw IV (Methylthionide cloride),2. Spuitpompen,,DRUG//START//65//13490,1,MEDICATION//V03//A//B17,dynamic_event,True,,ATC,21605242.0,V03AB17,methylthioninium chloride,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,9013,,,65,Atracurium (Tracrium),2. Spuitpompen,,DRUG//START//65//9013,1,MEDICATION//M03//A//C04,dynamic_event,True,,ATC,21604081.0,M03AC04,atracurium,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,19211,,,67,Somatropine (Zomacton),Injecties Hormonen/Vitaminen/Mineralen,,DRUG//START//67//19211,1,MEDICATION//H01//A//C01,dynamic_event,True,,ATC,21602690.0,H01AC01,somatropin; parenteral,omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,7023,,,70,Aminofylline (Theofylline),Niet iv Tractus Respiratorius,,DRUG//START//70//7023,1,MEDICATION//R03//D//A04,dynamic_event,True,,ATC,21603332.0,R03DA04,"theophylline; oral, parenteral, rectal",omop_only_medication_action_ready,validated_atc_code,high
AmsterdamUMCdb,drugitems,19895,,,71,Exemestaan (Aromasin),Niet iv Hormonen/Vitaminen/Mineralen,,DRUG//START//71//19895,1,,metadata_only,False,,,,,,Stage3J_curated_policy,drop_first_pass,low
AmsterdamUMCdb,freetextitems,11646,,,,Afname (bloed),,,FREETEXT//11646//1,515230,LOINC//3053213,metadata_only,False,,LOINC,3053213.0,47938-6,3053213,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10890,,,,Eiwit Kwal (urine),,,FREETEXT//10890//1,12254,LOINC//3037185,metadata_only,False,,LOINC,3037185.0,2887-8,3037185,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10906,,,,Hb/Ery's (urine),,,FREETEXT//10906//1,10473,LOINC//3003344,metadata_only,False,,LOINC,3003344.0,725-2,3003344,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,14281,,,,Leuco Kwal (urine),,,FREETEXT//14281//1,9475,LOINC//3045414,metadata_only,False,,LOINC,3045414.0,33052-2,3045414,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,14278,,,,Nitriet (urine),,,FREETEXT//14278//1,9472,LOINC//3042812,metadata_only,False,,LOINC,3042812.0,32710-6,3042812,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10891,,,,Gluc.Kwal. (urine),,,FREETEXT//10891//1,6782,LOINC//3020650,metadata_only,False,,LOINC,3020650.0,2349-9,3020650,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,11636,,,,Ery's (urine),,,FREETEXT//11636//1,5898,LOINC//3045424,metadata_only,False,,LOINC,3045424.0,33051-4,3045424,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10948,,,,spijt  (bloed),,,FREETEXT//10948//1,5270,OMOP_CONCEPT//SNOMED//44809913,metadata_only,False,,SNOMED,44809913,865971000000100,Save sample for later serum analysis,AMSTEL,itemid,low
AmsterdamUMCdb,freetextitems,10858,,,,Treponema pallidum (ELISA) (bloed),,,FREETEXT//10858//1,4430,LOINC//3048453,metadata_only,False,,LOINC,3048453.0,47236-5,3048453,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,11220,,,,Spijt Bew. (bloed),,,FREETEXT//11220//1,3611,OMOP_CONCEPT//SNOMED//44809913,metadata_only,False,,SNOMED,44809913,865971000000100,Save sample for later serum analysis,AMSTEL,itemid,low
AmsterdamUMCdb,freetextitems,10885,,,,Grootte (bloed),,,FREETEXT//10885//1,3521,LOINC//3022525,metadata_only,False,,LOINC,3022525.0,18226-1,3022525,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10901,,,,Bact. (urine),,,FREETEXT//10901//1,3453,LOINC//36304419,metadata_only,False,,LOINC,36304419.0,87829-8,36304419,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10886,,,,Kleur (bloed),,,FREETEXT//10886//1,3036,LOINC//46235616,metadata_only,False,,LOINC,46235616.0,75819-3,46235616,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,11641,,,,Plav-Epith (urine),,,FREETEXT//11641//1,3023,LOINC//36303790,metadata_only,False,,LOINC,36303790.0,87830-6,36303790,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,10900,,,,Slijm (urine),,,FREETEXT//10900//1,2706,LOINC//36304079,metadata_only,False,,LOINC,36304079.0,88979-0,36304079,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,18886,,,,Treponema pallidum (CMIA) (bloed),,,FREETEXT//18886//1,2253,LOINC//40771087,metadata_only,False,,LOINC,40771087.0,68502-4,40771087,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,14683,,,,BLOEDGROEP (bloed),,,FREETEXT//14683//1,2181,OMOP_CONCEPT//SNOMED//4258677,metadata_only,False,,SNOMED,4258677,44608003,Blood group typing,AMSTEL,itemid,low
AmsterdamUMCdb,freetextitems,10968,,,,Clostridium difficile toxine A+B (faeces),,,FREETEXT//10968//1,1845,LOINC//3032068,metadata_only,False,,LOINC,3032068.0,34713-8,3032068,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,14310,,,,1 STOLBUIS (bloed),,,FREETEXT//14310//1,1701,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,10888,,,,Vorm (bloed),,,FREETEXT//10888//1,1681,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,12242,,,,1 SB-6 Verz (bloed),,,FREETEXT//12242//1,1579,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11386,,,,HBsAg (bloed),,,FREETEXT//11386//1,1019,LOINC//3017797,metadata_only,False,,LOINC,3017797.0,22322-2,3017797,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,14311,,,,2 STOLBZN (bloed),,,FREETEXT//14311//1,981,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,10898,,,,Type Cyl. (urine),,,FREETEXT//10898//1,881,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11631,,,,Aant.Cyl. (urine),,,FREETEXT//11631//1,867,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,14343,,,,3 Stolbzn (bloed),,,FREETEXT//14343//1,844,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,17055,,,,anisoplanie (bloed),,,FREETEXT//17055//1,842,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11644,,,,Rond-Epith (urine),,,FREETEXT//11644//1,838,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,10899,,,,Type Krist (urine),,,FREETEXT//10899//1,769,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11634,,,,Aant.Krist (urine),,,FREETEXT//11634//1,768,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11295,,,,Sediment screening (urine),,,FREETEXT//11295//1,734,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,17586,,,,Nuchter?,,,FREETEXT//17586//1,674,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11408,,,,HIV Ag+As (bloed),,,FREETEXT//11408//1,614,LOINC//40760007,metadata_only,False,,LOINC,40760007.0,56888-1,40760007,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,17054,,,,anisochromasie (bloed),,,FREETEXT//17054//1,607,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,15435,,,,Staphylococcus aureus DNA PCR (neus),,,FREETEXT//15435//1,553,LOINC//37021170,metadata_only,False,,LOINC,37021170.0,92701-2,37021170,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,11395,,,,HCV Ig totaal (bloed),,,FREETEXT//11395//1,551,LOINC//3017143,metadata_only,False,,LOINC,3017143.0,16128-1,3017143,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,11648,,,,Dysm.Ery's (urine),,,FREETEXT//11648//1,479,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,17330,,,,HBcore Ig totaal (bloed),,,FREETEXT//17330//1,479,LOINC//3021879,metadata_only,False,,LOINC,3021879.0,16933-4,3021879,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,11108,,,,Cytomegalovirus DNA kwantitatief PCR (edta-bloed),,,FREETEXT//11108//1,447,LOINC//3024974,metadata_only,False,,LOINC,3024974.0,29604-6,3024974,AMSTEL,source_code,low
AmsterdamUMCdb,freetextitems,17403,,,,Hyaline cilinder (urine),,,FREETEXT//17403//1,361,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,10897,,,,Sediment (urine),,,FREETEXT//10897//1,358,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,17246,,,,echinocyten (bloed),,,FREETEXT//17246//1,341,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,17053,,,,Amorf kristallen (urine),,,FREETEXT//17053//1,324,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,11124,,,,LAC (bloed),,,FREETEXT//11124//1,321,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,10970,,,,AGGL.MPNEU (bloed),,,FREETEXT//10970//1,297,,metadata_only,False,,,,,,,,unmapped
AmsterdamUMCdb,freetextitems,20383,,,,C. difficile DNA ribotype 027 PCR (faeces),,,FREETEXT//20383//1,287,LOINC//36304170,metadata_only,False,,LOINC,36304170.0,87755-5,36304170,AMSTEL,source_code,low
